Age,Annual_Income,Loan_Amount,Existing_Debts,Credit_Utilization,Payment_History,Credit_History_Length,Savings_Balance,EMI_Amount,Debt_to_Income_Ratio,Creditworthy
48,725122,192290,48447,66,96,25,490679,42702,6.68,0
56,494358,383735,49757,70,66,16,562435,40496,10.06,0
57,976646,662529,260114,13,61,25,612202,21534,26.63,0
41,726701,871154,250495,71,60,2,505245,24794,34.47,0
28,976041,885863,224598,20,60,2,919311,25985,23.01,0
29,1089234,232615,331345,93,83,8,490297,20391,30.42,0
35,1381753,354144,390909,92,96,12,793096,28528,28.29,0
38,1447752,908407,212916,97,86,11,513078,7870,14.71,0
40,590447,605209,464604,59,99,6,350737,22518,78.69,0
26,700850,935697,267606,44,78,19,404576,38010,38.18,0
32,1363473,400891,378976,30,97,28,536336,22993,27.79,1
22,1306984,211686,162867,42,85,18,442236,43639,12.46,0
27,1417327,766549,200878,39,76,5,53935,30720,14.17,1
36,316908,591889,310609,91,91,15,687842,25162,98.01,0
23,445993,667620,454325,72,71,8,652172,10906,101.87,0
23,1478744,435398,90027,63,51,6,887631,18581,6.09,0
47,705421,776903,50528,18,96,12,698333,32289,7.16,1
58,1051563,988018,298374,51,85,19,644270,17205,28.37,0
53,1050712,510828,48242,75,97,12,418401,41854,4.59,0
48,1366374,431148,459099,76,79,12,947203,12408,33.6,0
21,841142,809860,114688,46,56,9,590173,28532,13.63,0
28,437902,983796,491582,55,61,24,969086,4193,112.26,0
57,520847,999014,1783,23,52,10,814493,41986,0.34,0
52,674650,340144,28390,70,66,22,611303,6220,4.21,0
57,263079,180439,139489,51,90,17,643796,20357,53.02,0
24,510258,289691,72102,69,81,18,651988,40299,14.13,0
50,682450,169277,279570,46,57,16,709957,20549,40.97,0
26,716379,342527,30750,42,72,4,151964,18474,4.29,0
39,1315770,192857,58188,17,87,18,296075,1141,4.42,1
52,312333,615198,273016,48,79,3,110175,17650,87.41,0
29,762080,744388,94231,28,64,16,821086,41487,12.36,0
32,245807,730215,392004,34,59,14,98478,21694,159.48,0
31,860501,860713,179158,74,87,24,199892,42448,20.82,0
36,828580,425982,66770,42,64,9,793508,42455,8.06,0
21,847272,579129,231360,27,79,6,63886,17863,27.31,1
41,738065,147204,225440,78,95,4,392621,3690,30.54,0
50,1286922,110155,386302,61,75,27,868902,49617,30.02,0
33,1041135,994422,345658,83,94,2,498485,46056,33.2,0
54,509963,368457,219249,27,63,23,750508,22320,42.99,0
24,1383493,567953,92663,40,52,10,503855,3427,6.7,0
48,1096618,833877,165792,61,85,11,500607,26419,15.12,0
58,747578,835428,149151,5,75,7,896461,41832,19.95,1
51,623915,948120,410554,76,63,26,215914,36983,65.8,0
47,375324,568985,134363,7,80,25,245361,23365,35.8,1
25,843784,198515,205156,18,63,5,861756,4911,24.31,0
45,1043521,475466,112808,85,89,26,901952,21461,10.81,0
23,705180,182994,110091,38,59,4,75027,1649,15.61,0
53,609824,868408,361416,74,58,26,11425,27469,59.27,0
24,590857,717351,49393,73,95,6,142805,28826,8.36,0
45,397345,154405,93558,55,89,28,710735,16503,23.55,0
40,1003051,628032,69770,33,92,2,598699,44346,6.96,1
54,970759,990237,288864,86,91,2,807035,22962,29.76,0
46,1467556,576761,499858,52,67,16,808584,41884,34.06,0
25,709163,713468,498869,98,85,28,943305,35122,70.35,0
55,1008062,603003,275512,83,85,25,328462,18677,27.33,0
48,1092007,294826,185385,83,61,23,498189,20642,16.98,0
49,839724,303856,310113,20,99,23,944489,3713,36.93,1
29,867538,813707,48838,61,89,13,233543,9595,5.63,0
58,613151,569637,8734,14,52,21,118051,14779,1.42,0
26,1181226,826796,107187,23,67,7,817500,13164,9.07,0
39,878387,475426,99329,71,56,25,809963,2546,11.31,0
31,651069,873749,405413,40,80,26,908721,36374,62.27,0
22,267359,377660,331039,8,50,5,830720,27428,123.82,0
29,403460,738722,234633,79,80,25,110694,37974,58.16,0
41,1411960,104604,120424,37,62,17,232089,32707,8.53,0
44,984681,558410,450047,32,78,13,363906,26388,45.7,0
54,486305,54889,363399,84,52,15,469869,37142,74.73,0
42,1105352,794917,320217,13,78,28,632485,26505,28.97,1
23,1091255,910180,203997,79,84,3,443284,14173,18.69,0
32,1379042,868403,244042,10,64,23,773380,30580,17.7,0
48,529457,624839,211560,53,70,4,677819,29651,39.96,0
50,381446,708561,225683,95,68,15,752001,24318,59.17,0
46,617230,287230,215547,80,77,18,114445,15627,34.92,0
41,611377,286139,243603,26,53,28,488216,7078,39.84,0
48,581691,683245,181374,52,94,3,435770,37091,31.18,0
46,962557,139882,277768,25,62,7,116243,9366,28.86,0
53,1273078,350102,198343,37,64,8,604601,15444,15.58,0
41,235757,784611,286459,85,97,11,793680,40873,121.51,0
55,822561,317825,279566,60,88,25,787313,18747,33.99,0
54,782933,151982,170209,33,81,22,218040,28471,21.74,1
38,1096650,96870,72663,57,52,26,941775,10229,6.63,0
31,521199,964828,101216,44,79,9,399430,48796,19.42,0
43,1368391,263328,441448,78,69,20,800233,41257,32.26,0
42,1126502,903635,250600,22,51,12,344737,17304,22.25,0
37,532336,209224,256492,51,99,5,429727,25335,48.18,0
25,381549,624349,471358,17,74,1,214118,3090,123.54,0
31,367973,238691,294887,31,60,14,870067,49229,80.14,0
50,946631,632523,492762,66,50,25,90729,33368,52.05,0
35,1300597,874322,408852,78,97,25,327377,11944,31.44,0
47,229092,664361,484100,49,98,25,292155,32752,211.31,0
55,1118746,897833,10108,7,97,3,204035,33916,0.9,1
53,857191,585505,204706,26,59,29,321044,21817,23.88,0
40,512865,360495,36180,31,66,15,948268,6098,7.05,0
36,490655,870173,281027,59,79,10,529805,48327,57.28,0
54,272782,463870,44400,71,84,26,785427,2133,16.28,0
22,1083435,242386,177071,37,99,10,717054,43067,16.34,1
55,407580,313552,47951,6,68,24,997490,29670,11.76,0
48,969032,571817,400376,79,95,3,90085,48724,41.32,0
59,747952,617191,317406,50,83,29,410176,36974,42.44,0
26,364244,789568,413145,78,81,6,26583,2109,113.43,0
29,676857,157042,345277,37,61,5,664571,29755,51.01,0
40,1312916,818013,142195,62,92,24,868964,43937,10.83,0
21,211017,706578,377250,11,66,19,225175,25802,178.78,0
28,1203634,231644,159429,19,55,14,286345,44899,13.25,0
43,1194424,544897,332640,30,62,17,211651,42972,27.85,0
23,754636,434333,164628,15,88,12,856451,4106,21.82,1
24,471635,683556,477007,42,71,9,816852,37704,101.14,0
45,409720,604393,324078,31,60,26,522916,44762,79.1,0
58,321070,119634,341030,11,56,25,574890,10658,106.22,0
35,1118472,429570,30881,5,94,3,455861,17340,2.76,1
41,462512,188691,280553,78,94,18,718484,44948,60.66,0
55,235010,455155,448632,25,70,4,110156,9461,190.9,0
34,978928,68226,98171,83,50,14,321175,23933,10.03,0
56,791293,75322,461198,34,79,24,809061,43491,58.28,0
32,237493,953936,253189,98,68,6,460947,9495,106.61,0
37,925155,894647,423873,12,96,26,38675,33291,45.82,0
59,734580,984382,217815,92,95,15,399796,49112,29.65,0
29,883725,974064,311095,87,78,17,667022,14097,35.2,0
55,723238,741572,270896,7,84,24,352414,22532,37.46,1
33,1134711,144835,117339,59,69,5,541877,32110,10.34,0
35,1350311,305027,406656,19,85,29,905386,49543,30.12,1
38,1220021,123079,44864,40,88,6,452580,41702,3.68,1
53,1329347,73946,180763,10,50,21,14655,25717,13.6,0
26,831581,737100,72035,46,72,26,870717,39543,8.66,0
47,1347659,947165,86675,54,80,5,151869,42768,6.43,0
43,1226850,57253,473519,22,84,19,521023,18331,38.6,1
47,1136780,129311,284487,87,96,14,238538,44252,25.03,0
54,821747,869245,224320,54,94,4,540933,44883,27.3,0
58,598750,995136,19673,34,71,5,389523,32631,3.29,0
34,947365,360509,191026,81,95,11,962266,40940,20.16,0
56,1481258,641881,185770,43,56,27,319778,22399,12.54,0
28,628886,199485,357168,16,82,2,162504,26514,56.79,0
55,1179651,276833,26520,63,94,22,975394,3496,2.25,0
39,429171,612773,245195,80,85,2,485610,31985,57.13,0
50,367558,249304,277928,48,93,20,986615,20946,75.61,0
34,1183061,947936,379590,92,56,12,476985,40161,32.09,0
40,496412,852533,38079,8,76,16,708971,22434,7.67,1
45,307338,583119,44220,40,51,17,954175,39178,14.39,0
44,674551,527799,151563,52,66,4,571048,34310,22.47,0
34,488480,364041,112878,18,50,14,759337,11871,23.11,0
46,990073,55004,116583,85,95,7,562521,14390,11.78,0
58,1335708,358068,48720,53,79,15,440807,12146,3.65,0
43,344378,464725,231876,71,71,16,767181,49577,67.33,0
42,377254,87170,14718,91,77,8,208876,25107,3.9,0
39,798411,617843,428813,81,82,2,779670,46199,53.71,0
23,227197,457878,323361,13,75,19,322235,16479,142.33,0
39,876079,168115,491567,25,84,1,145510,12183,56.11,0
29,1207705,940648,362812,76,60,23,775165,19996,30.04,0
48,308775,902362,157904,85,56,4,376746,29224,51.14,0
40,1046056,228475,448034,20,77,27,357049,11309,42.83,0
27,1064609,348509,228470,20,74,26,186968,17173,21.46,0
34,1028396,374332,406080,32,90,24,364283,11872,39.49,1
29,885388,781420,88378,55,80,21,545607,40800,9.98,0
39,1359606,410777,8177,60,52,25,876690,32946,0.6,0
34,516790,994177,177187,84,82,22,375437,28424,34.29,0
58,1305323,113471,384462,61,83,11,409244,23707,29.45,0
56,245712,460372,237307,56,70,10,533973,5688,96.58,0
37,599489,631575,449426,50,86,18,646218,13854,74.97,0
50,533964,444861,445170,82,98,1,644917,38554,83.37,0
29,325342,371220,111145,42,68,17,35940,4681,34.16,0
53,536497,537801,405060,88,86,16,264802,22613,75.5,0
45,687707,690763,205202,52,70,12,762344,20879,29.84,0
34,292091,100151,13418,45,63,28,935926,42624,4.59,0
31,1430478,641672,165926,63,59,16,323795,7078,11.6,0
55,1093150,412009,481860,97,56,9,263380,49630,44.08,0
34,610343,607829,469171,71,78,17,987152,46461,76.87,0
50,1494798,122847,88075,78,89,3,708801,47041,5.89,0
24,414560,792459,437166,88,57,28,30688,32356,105.45,0
24,735827,261811,327371,70,88,18,973784,28941,44.49,0
48,1132196,887387,406051,31,62,15,548760,2416,35.86,0
28,621743,976794,279677,36,95,15,90436,20492,44.98,0
22,1133133,543570,488267,60,68,16,569959,26425,43.09,0
42,619924,788027,363601,14,60,28,201881,34675,58.65,0
36,267300,473359,369648,44,51,20,345443,9507,138.29,0
49,591407,992013,218930,21,98,1,283104,14573,37.02,1
50,1007274,399924,403439,62,55,1,217692,29698,40.05,0
32,1439861,742101,124202,10,78,4,919084,43478,8.63,1
55,1347547,470114,10273,43,90,29,658406,19318,0.76,0
31,1186410,567649,33519,22,54,13,405290,39719,2.83,0
41,238744,149919,155232,77,90,4,214433,5344,65.02,0
41,578226,424998,389168,76,79,23,306977,31992,67.3,0
25,519586,266746,467601,93,88,8,756101,41194,89.99,0
40,810278,244020,386684,99,85,13,45976,10993,47.72,0
57,569061,636056,484408,46,76,24,735570,40102,85.12,0
23,434975,93262,180060,8,99,8,248470,20006,41.4,0
53,727938,448722,403564,24,67,14,516830,10048,55.44,0
29,769405,594893,83460,32,98,28,117549,22949,10.85,1
29,989622,652878,248792,44,85,25,140120,11068,25.14,0
24,248113,340375,104471,69,65,1,75658,18909,42.11,0
55,339861,653685,104668,48,54,9,584396,32335,30.8,0
37,1280701,127123,329663,27,58,26,162552,35184,25.74,0
54,1478343,849947,352570,61,83,24,322282,2794,23.85,0
44,592144,399355,14629,51,83,1,19443,28641,2.47,0
52,1134963,481838,311200,17,85,7,866401,3720,27.42,1
21,890778,853032,273417,20,80,25,666350,7826,30.69,1
28,378157,208964,120484,94,69,20,528416,29780,31.86,0
43,543243,905742,97275,59,66,13,263685,40563,17.91,0
32,453807,989305,433632,99,69,15,474308,38844,95.55,0
32,811709,218767,138966,69,77,29,920213,49230,17.12,0
35,1429959,996357,46073,85,70,9,888630,7369,3.22,0
39,944854,709789,45693,20,68,16,333480,42312,4.84,0
46,1446715,709966,182538,41,52,17,262585,45191,12.62,0
49,271017,447694,286487,56,79,9,301241,43387,105.71,0
42,745648,688668,43095,14,54,6,735605,6826,5.78,0
41,702394,527032,162246,42,91,20,422402,3192,23.1,0
58,457137,745494,444017,48,55,12,323500,20920,97.13,0
40,1304399,513179,122388,99,52,16,881176,49018,9.38,0
49,1024464,948212,240787,78,98,28,778256,24683,23.5,0
24,971279,206547,203508,58,91,21,98015,26692,20.95,0
27,1267383,902609,114441,55,73,15,794229,36088,9.03,0
48,863431,727090,462552,56,93,7,234086,25255,53.57,0
48,777701,202185,100782,74,50,10,416138,17917,12.96,0
24,881509,725371,258019,96,99,29,233687,10409,29.27,0
42,1318824,105746,239343,96,85,4,696126,16529,18.15,0
32,452515,959507,436142,63,64,24,160859,15795,96.38,0
23,1359070,748213,334734,17,90,3,950041,12180,24.63,1
42,973931,921627,432043,45,87,18,348063,49138,44.36,0
22,809723,873250,108263,16,93,1,900286,22735,13.37,1
44,744075,218393,437991,54,67,13,587322,19363,58.86,0
54,483126,333453,434417,61,72,22,631719,19460,89.92,0
47,450768,986192,291517,54,96,18,973046,45036,64.67,0
21,746894,340320,289669,61,78,8,406423,11136,38.78,0
28,972783,643167,389860,58,90,11,300378,12291,40.08,0
43,1482443,641880,366657,70,71,10,564856,40009,24.73,0
58,312223,396872,465867,12,73,29,602921,13549,149.21,0
26,1126097,270084,129401,67,94,4,914198,13021,11.49,0
42,1199647,976920,96643,13,97,25,119582,5114,8.06,1
45,583609,771782,161558,64,62,4,851135,48115,27.68,0
38,1207851,845016,471820,67,82,4,651922,3584,39.06,0
37,613811,698843,149712,76,99,29,980127,10740,24.39,0
32,768482,405446,359838,7,71,12,718814,35256,46.82,0
26,488997,958840,192527,77,84,8,372072,21043,39.37,0
46,351733,593118,36136,17,66,28,746864,31743,10.27,0
47,905853,266897,455641,13,71,13,479901,14319,50.3,0
28,843012,826522,56539,99,54,8,201703,33995,6.71,0
39,1486353,913498,212736,93,74,21,871685,21855,14.31,0
21,367567,840023,418158,56,55,3,126170,6242,113.76,0
49,1262279,143878,68363,66,66,12,26642,47169,5.42,0
55,1170584,175407,189668,12,80,18,613464,25007,16.2,1
34,1148319,691157,81526,99,66,15,92373,30407,7.1,0
55,1147069,307716,297399,49,82,25,281134,15850,25.93,0
40,1103923,857827,193201,57,88,14,981126,22312,17.5,0
33,1307029,66738,478739,67,97,9,717023,15094,36.63,0
58,1019593,183703,118209,99,86,5,14170,49945,11.59,0
28,1435639,723265,242723,85,97,29,165889,41083,16.91,0
40,576440,593344,455502,61,53,15,932640,49514,79.02,0
53,438411,815034,86437,58,92,8,667072,13988,19.72,0
46,1224603,560241,147349,23,63,23,263186,14198,12.03,0
59,1019781,433800,132715,71,62,3,870119,1698,13.01,0
41,771386,689604,378044,50,76,12,717839,1437,49.01,0
29,1300566,740807,285873,98,73,5,413689,23203,21.98,0
44,891898,628706,479839,14,76,29,746199,16995,53.8,0
57,824860,873622,283962,97,57,9,919808,39948,34.43,0
37,1216783,76014,65555,22,96,20,788083,10876,5.39,1
44,1373269,778359,98979,16,99,3,357175,19537,7.21,1
41,375295,813277,53629,53,88,23,31625,13902,14.29,0
59,985786,231350,115296,27,70,8,154833,23759,11.7,0
59,530515,961995,317582,66,90,21,870886,28490,59.86,0
33,1316850,838212,245821,15,60,13,798253,22520,18.67,0
31,466278,534859,271601,77,80,8,634408,6278,58.25,0
39,763889,764618,190701,60,76,5,189718,34727,24.96,0
31,477834,540339,296066,92,91,25,255851,11031,61.96,0
33,736350,92192,403036,93,95,7,570488,25853,54.73,0
21,537530,941307,425966,59,97,5,880321,21604,79.25,0
39,1384801,411273,370266,29,76,29,189322,41355,26.74,1
32,1390129,93923,102020,13,57,9,356448,26919,7.34,0
28,1347846,663484,234618,16,82,5,308591,22154,17.41,1
28,918960,576683,168862,15,61,8,694544,9906,18.38,0
32,809269,414593,350549,42,84,12,452970,15298,43.32,0
53,828758,433891,378274,32,83,4,420027,43465,45.64,0
46,288887,802744,165493,12,65,9,167667,2347,57.29,0
59,1035544,458995,330182,78,85,28,625856,6008,31.88,0
48,342012,645316,249029,93,51,22,902934,25553,72.81,0
25,486629,997226,213273,51,61,22,638855,28018,43.83,0
28,813587,450327,62325,40,76,14,520338,5868,7.66,1
45,717537,816751,287744,54,66,19,814189,31905,40.1,0
47,594283,715344,422610,13,69,13,117136,4960,71.11,0
43,1007039,929608,210694,64,70,3,939458,10944,20.92,0
50,440491,777688,262051,76,79,4,236401,3505,59.49,0
43,457808,305315,429387,71,91,1,202421,24759,93.79,0
40,958271,339068,230611,57,69,22,703290,19121,24.07,0
38,990417,495919,323670,86,57,1,626630,46129,32.68,0
38,350635,344721,250520,21,67,11,98760,49611,71.45,0
22,902682,188783,13149,57,67,16,497988,20063,1.46,0
24,1220346,659836,161466,32,67,4,144883,32559,13.23,0
50,916605,307288,145468,67,51,29,695728,6760,15.87,0
53,1222179,543085,416540,19,61,7,960223,42871,34.08,0
56,1184766,545187,178270,23,81,12,411853,14081,15.05,1
38,1209622,699381,475921,90,91,6,808565,49553,39.34,0
57,912585,285835,112168,74,57,24,581274,34126,12.29,0
39,452773,971600,109813,51,59,20,432087,31961,24.25,0
48,479365,902987,353923,75,60,9,758467,39721,73.83,0
40,1034938,401992,256960,52,63,26,968976,34844,24.83,0
53,1007400,256084,424232,77,75,8,517405,15088,42.11,0
32,589821,844686,134266,24,96,14,461549,8236,22.76,1
35,413678,437554,294542,41,79,15,65508,39439,71.2,0
59,380580,803315,266933,79,91,21,273545,23148,70.14,0
22,372903,520336,478911,6,53,22,675364,38742,128.43,0
49,640523,973469,327111,68,88,5,239921,37295,51.07,0
30,302951,258072,240014,90,60,15,176373,46060,79.23,0
22,1094738,298029,192206,40,73,6,896745,43564,17.56,0
31,505745,259047,261041,9,71,1,496760,34843,51.62,0
33,272178,415169,201958,68,52,20,146973,21432,74.2,0
30,416383,180509,360981,11,86,9,866053,17712,86.69,0
34,1408402,812072,156049,74,51,4,995255,15433,11.08,0
38,1160814,345107,101967,26,61,2,391817,28808,8.78,0
29,269893,577561,393345,78,70,6,793266,37245,145.74,0
59,548943,589618,321827,50,54,2,714169,40892,58.63,0
48,713223,202566,307475,44,56,3,660833,18386,43.11,0
23,1120243,650710,248719,65,53,7,877731,26152,22.2,0
40,438886,958521,296770,50,92,20,592459,25902,67.62,0
26,635711,53212,441719,88,90,17,995224,33662,69.48,0
47,625840,282131,158621,32,85,9,992248,15702,25.35,1
22,1390283,526657,12342,91,71,22,282498,36589,0.89,0
49,621001,661882,298561,39,78,9,240651,43425,48.08,0
58,938157,182152,207586,5,58,19,593148,45185,22.13,0
23,212336,344819,183321,33,75,5,805936,27857,86.34,0
36,1063907,72007,314808,13,61,25,195392,46707,29.59,0
50,1330788,688093,496380,13,97,6,144595,19764,37.3,1
22,1061811,394785,238788,26,50,18,870675,9686,22.49,0
37,1294167,670103,270977,67,57,1,925322,3416,20.94,0
32,1048182,883247,322802,70,82,25,358847,26729,30.8,0
55,1082566,919914,230099,84,53,17,437003,33671,21.25,0
21,628670,837071,422689,62,63,14,887839,3142,67.24,0
35,1049104,375737,393953,74,78,15,558270,20772,37.55,0
46,489372,562164,357109,59,63,5,273193,26377,72.97,0
57,214429,128038,439863,17,58,17,285525,44002,205.13,0
41,1332870,406043,326198,23,58,21,995380,1207,24.47,0
51,1432663,840168,1299,83,75,21,525477,11846,0.09,0
45,1074506,827794,456497,37,98,23,773113,42432,42.48,0
43,1460555,66473,249240,78,96,23,258038,22511,17.06,0
44,1043810,703059,328019,69,91,11,582678,25711,31.43,0
58,237310,175801,163992,64,66,10,766649,49014,69.1,0
48,826115,944030,448052,16,90,17,284205,38124,54.24,0
41,399899,660911,173453,47,53,25,81241,26746,43.37,0
38,628472,558252,376430,97,95,1,846728,7024,59.9,0
56,407500,275097,478187,21,52,5,427230,31392,117.35,0
55,299862,348964,360874,72,78,16,792853,41373,120.35,0
29,1220498,265933,318442,33,74,7,598823,35204,26.09,0
58,501033,369733,417725,59,70,12,371153,45531,83.37,0
50,572646,771167,257510,11,61,8,861623,23759,44.97,0
54,630423,330558,121035,48,50,18,61576,27724,19.2,0
52,774543,439522,173167,81,50,1,562435,46772,22.36,0
23,567968,74220,444740,9,94,20,126622,42466,78.3,0
23,1471179,634819,371969,64,95,12,864452,11797,25.28,0
48,991841,422146,115637,10,97,4,983652,26021,11.66,1
35,1291014,557409,261046,11,56,26,404961,36549,20.22,0
43,441482,747785,460125,50,59,12,425364,34211,104.22,0
31,965598,59387,334762,61,64,22,943720,43500,34.67,0
52,985372,295752,25532,58,89,1,239155,44730,2.59,0
56,994301,651103,108197,96,60,1,51929,34334,10.88,0
53,694476,601872,130860,50,95,3,72637,20986,18.84,0
44,912222,619071,60285,14,94,21,515494,19320,6.61,1
59,681153,745169,281010,8,72,12,463207,37951,41.26,0
54,1455950,759687,138665,71,62,22,927292,41694,9.52,0
48,537766,698782,271639,29,76,21,163084,43612,50.51,0
57,281948,690102,246130,91,90,13,862745,39569,87.3,0
27,454657,300139,269981,95,66,29,19525,47564,59.38,0
24,1289100,967184,207780,82,99,13,511829,17021,16.12,0
57,354404,550228,411896,65,62,21,139228,22199,116.22,0
21,310160,716217,448692,42,61,9,577636,6500,144.66,0
21,1395412,747621,258750,36,78,18,70447,30666,18.54,1
40,680891,910020,292490,27,70,28,996154,6402,42.96,0
39,1416018,984499,108621,41,69,28,120709,24371,7.67,0
49,768933,296509,285556,7,69,1,766600,38549,37.14,0
30,584903,63580,481615,17,80,6,96030,36454,82.34,0
38,981608,592528,118833,38,57,25,732241,16515,12.11,0
48,1334077,828639,424020,92,73,23,929545,18587,31.78,0
55,1366026,395590,65206,69,60,24,614154,38824,4.77,0
51,1157977,518968,10934,80,88,5,586114,44897,0.94,0
47,1131398,940965,292867,12,82,26,377952,8057,25.89,1
31,1449234,828559,390112,87,91,4,216355,13099,26.92,0
58,936618,533663,413621,13,64,6,944577,49623,44.16,0
25,580572,478082,149820,32,53,3,399893,47346,25.81,0
28,1088513,655262,201838,82,50,17,105822,23097,18.54,0
54,369746,647689,177485,95,81,11,300172,6183,48.0,0
32,300025,263165,415570,22,60,4,426656,21463,138.51,0
58,1399728,455427,467706,46,79,25,567175,32060,33.41,0
21,384484,502201,384132,45,86,20,442153,17696,99.91,0
51,390043,214340,481891,74,68,1,599333,9354,123.55,0
24,1046278,840078,241630,37,85,4,638424,18912,23.09,1
25,1314056,760731,410604,93,83,23,989007,46348,31.25,0
50,967128,822411,498577,81,56,3,792795,30361,51.55,0
44,515104,354960,36523,58,94,10,269797,22880,7.09,0
23,434622,139460,363294,91,69,22,480998,43525,83.59,0
31,634368,356256,383094,40,61,1,37428,16760,60.39,0
24,937371,101048,450909,89,81,27,142685,5768,48.1,0
46,1367498,780806,166804,60,51,4,844775,24951,12.2,0
47,716576,182850,41646,21,71,19,607447,34166,5.81,0
47,1080979,882184,152093,14,90,1,111337,49012,14.07,1
26,929024,528193,224310,91,97,16,463343,18431,24.14,0
35,1036659,907158,242024,48,89,19,324232,19326,23.35,0
50,1333009,786200,494275,6,73,20,212267,28706,37.08,0
57,273704,994793,257476,18,99,21,186095,34007,94.07,0
57,731149,356932,314920,45,80,22,563941,27934,43.07,0
57,438366,316891,281260,6,53,18,480832,40232,64.16,0
55,524058,574333,465225,23,73,2,87512,34439,88.77,0
43,1312464,582046,112858,84,92,6,643410,33224,8.6,0
26,1065718,829685,219343,93,66,21,267496,25303,20.58,0
24,785581,961508,493213,5,89,1,550006,36229,62.78,0
38,413596,728797,76620,6,68,19,609165,28969,18.53,0
29,268515,724945,437987,31,89,27,588507,21532,163.11,0
49,616740,190926,421972,6,87,5,385644,34855,68.42,0
33,469209,233148,82604,98,83,29,195026,7776,17.6,0
37,1413013,893382,94452,55,96,28,943800,10334,6.68,0
52,1141208,722709,396135,14,82,28,560573,38892,34.71,1
42,388929,801588,285694,23,55,2,324454,29484,73.46,0
24,1385270,726708,167596,84,85,1,396390,29831,12.1,0
25,1070229,215368,447822,17,62,16,941638,45919,41.84,0
57,441540,544496,199891,52,96,25,644833,24665,45.27,0
33,1217507,69455,70227,60,58,21,456858,30205,5.77,0
54,1212211,784184,285356,76,84,2,792819,8054,23.54,0
42,446476,515139,302262,60,83,26,891305,44468,67.7,0
43,1229237,281897,290746,54,65,4,665815,2028,23.65,0
23,1196836,482509,17540,99,67,3,607467,11368,1.47,0
54,625910,542646,166901,49,67,23,661473,22435,26.67,0
52,222995,662840,187381,93,87,17,735516,18054,84.03,0
41,1078752,882548,196475,63,99,15,805299,49890,18.21,0
41,641168,432605,333599,43,92,10,822009,38362,52.03,0
31,1240532,614772,22277,25,81,12,694007,15611,1.8,1
59,889197,997719,119133,59,56,12,976398,14394,13.4,0
24,1319375,393782,452889,61,72,20,101007,35623,34.33,0
21,699471,708764,252196,45,72,7,211707,31748,36.06,0
48,955027,218332,410892,97,95,27,154959,32724,43.02,0
44,1285852,150647,436060,74,67,10,53314,48753,33.91,0
55,1445703,639930,457924,86,56,29,189275,44038,31.67,0
33,516759,786091,271896,53,91,5,10059,27582,52.62,0
54,689858,882441,212620,48,89,20,415889,14597,30.82,0
31,210514,178824,467927,39,73,20,458567,10880,222.28,0
56,247456,823202,433886,95,63,11,98231,21815,175.34,0
37,207233,866037,198675,9,99,28,474283,17953,95.87,0
55,1314709,685167,162550,75,54,2,209372,23840,12.36,0
38,1033147,695115,419655,78,95,24,393840,13886,40.62,0
42,1096977,317724,427963,78,71,16,798226,12966,39.01,0
44,828373,951334,247496,55,71,12,272141,26440,29.88,0
39,833389,317544,387476,61,59,16,922574,7514,46.49,0
57,1357260,745003,423026,62,75,4,282865,38668,31.17,0
59,819225,801545,280446,96,64,2,724646,46369,34.23,0
41,1457848,932464,328380,40,87,25,802118,49069,22.52,1
28,1469570,177319,64467,14,90,29,974947,6349,4.39,1
48,1187886,562193,364494,54,91,28,891435,2029,30.68,0
25,327602,529389,428057,41,98,10,768651,7616,130.66,0
37,1012002,156960,437929,24,50,13,729623,35764,43.27,0
57,393691,89015,442762,17,63,23,72722,26824,112.46,0
56,478187,383857,255908,79,85,19,717933,27712,53.52,0
39,432362,778165,265192,23,80,15,153960,49461,61.34,0
47,397008,982478,249212,96,77,23,835780,19471,62.77,0
54,481383,195109,426506,60,83,1,285677,26256,88.6,0
31,1390064,527508,58906,49,84,28,162988,34142,4.24,0
32,1068408,836351,338781,64,88,17,71422,45329,31.71,0
41,748694,983671,291922,72,72,20,453741,4045,38.99,0
31,695288,138754,158497,61,95,4,406769,15728,22.8,0
59,679969,271775,238117,58,93,20,914792,30713,35.02,0
48,409097,355292,214460,41,68,9,804576,14838,52.42,0
25,594569,777513,120918,87,67,6,379722,23659,20.34,0
37,882346,726894,352180,41,64,3,776103,39717,39.91,0
40,1204411,796355,451392,18,50,22,101045,34573,37.48,0
32,1222405,959222,405890,99,74,2,987435,7352,33.2,0
26,1001123,922510,455618,96,75,18,729072,40238,45.51,0
37,400919,106879,481947,48,84,23,932941,24030,120.21,0
39,1034507,169894,220979,87,64,19,886515,34046,21.36,0
46,1259370,640127,426269,46,53,7,794946,2405,33.85,0
52,399542,79756,248505,5,64,3,173590,42747,62.2,0
26,1290284,718043,11957,27,91,28,33830,8150,0.93,1
56,1093061,230557,334788,68,87,28,907013,30623,30.63,0
58,1423045,279303,446832,32,94,18,870717,18716,31.4,1
31,847601,454241,375438,8,88,20,318697,9065,44.29,0
53,1007784,724075,17829,45,50,20,753245,13564,1.77,0
44,960956,541599,267981,64,71,19,498041,20531,27.89,0
43,1206425,545283,457357,22,60,9,933419,41760,37.91,0
35,1031431,667231,146104,67,95,16,825127,4449,14.17,0
47,363543,792476,99770,65,87,6,478486,34200,27.44,0
31,571557,198188,26352,53,86,21,811135,34777,4.61,0
